epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4334,0.8165,0.8217,75.4,35.8,4.4617,0.8
20,0.4069,0.8216,0.8275,83.8,31.8,3.4332,1.6
30,0.3803,0.8163,0.8179,81.0,33.0,4.401,2.4
40,0.3653,0.8175,0.8212,65.6,32.4,4.1764,3.2
50,0.3553,0.8154,0.8139,77.6,32.8,4.0819,4.0
60,0.3437,0.8131,0.8156,81.2,33.6,3.8374,4.8
70,0.3382,0.8101,0.8116,91.4,32.8,3.5219,5.6
80,0.3302,0.8103,0.8127,111.8,32.4,3.5114,6.5
90,0.3229,0.808,0.8101,94.4,35.4,3.5219,7.2
100,0.3199,0.8094,0.806,113.4,33.6,3.5366,8.1
