epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3991,0.815,0.8264,59.45,29.4,4.8085,1.6
20,0.3698,0.8199,0.8249,57.3,25.95,4.2014,3.2
30,0.3458,0.8189,0.8298,52.3,27.3,4.3253,4.9
40,0.3116,0.8133,0.8101,94.95,25.55,4.1072,6.5
50,0.2774,0.8109,0.8085,106.1,26.75,3.984,8.1
60,0.257,0.8083,0.8049,96.0,26.65,3.9748,9.7
70,0.2272,0.7955,0.7828,173.65,25.8,4.7175,11.3
80,0.2078,0.7994,0.7905,119.95,25.5,4.1722,12.9
90,0.1901,0.8,0.7916,124.85,25.6,4.3117,14.5
100,0.1819,0.8002,0.7951,110.2,27.65,4.4277,16.1
