epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5234,0.8175,0.8267,73.25,25.4,4.0585,1.0
20,0.4949,0.8176,0.8247,70.55,29.35,4.1647,2.0
30,0.4793,0.8137,0.8217,78.6,29.8,4.1649,3.0
40,0.4705,0.8152,0.8239,69.3,27.0,4.3964,4.0
50,0.4625,0.8145,0.8215,82.85,29.05,4.1465,5.0
60,0.4591,0.8136,0.82,73.65,27.45,4.3802,6.1
70,0.4517,0.8145,0.8216,74.05,26.95,4.1986,7.0
80,0.446,0.8142,0.8203,82.65,26.6,4.1389,7.9
90,0.4429,0.8124,0.8174,83.6,29.15,4.3241,8.8
100,0.4431,0.8118,0.8152,76.4,28.55,4.389,9.6
