epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5933,0.8209,0.8314,89.4,33.8,3.0939,0.7
20,0.554,0.8193,0.8273,89.2,34.0,3.2169,1.4
30,0.5265,0.818,0.8248,99.0,34.0,3.536,2.0
40,0.5091,0.8151,0.8196,104.4,29.4,3.6254,2.7
50,0.4988,0.8152,0.8198,97.4,33.4,3.4312,3.4
60,0.4864,0.8154,0.8201,87.8,33.0,3.7839,4.1
70,0.4775,0.8178,0.8191,93.0,32.2,3.6066,4.7
80,0.4662,0.8118,0.8164,89.4,32.6,3.6952,5.4
90,0.4601,0.8133,0.8139,92.4,29.4,3.9411,6.0
100,0.455,0.8097,0.8074,95.8,32.6,4.1224,6.7
