epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4329,0.8111,0.8207,67.4,33.1,5.0054,1.1
20,0.4101,0.8127,0.8325,58.3,21.85,4.3753,2.1
30,0.3966,0.8148,0.8246,62.6,27.7,4.2606,3.1
40,0.3816,0.8131,0.828,66.15,24.55,4.2578,4.2
50,0.3789,0.8133,0.8274,61.15,26.15,4.1801,5.3
60,0.3747,0.811,0.8229,71.2,25.15,4.4274,6.3
70,0.3656,0.812,0.82,69.8,26.85,4.3312,7.3
80,0.3647,0.8149,0.8232,60.25,25.05,4.4006,8.4
90,0.355,0.811,0.8196,63.7,28.45,4.4605,9.4
100,0.3558,0.8097,0.8185,71.95,26.55,4.4803,10.5
