epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4744,0.8121,0.8192,73.4,33.6,4.4889,0.9
20,0.4633,0.8232,0.8337,68.2,34.2,3.6868,1.7
30,0.4548,0.8249,0.8318,62.2,33.0,3.5842,2.6
40,0.451,0.8252,0.8325,64.8,32.6,3.5842,3.5
50,0.4506,0.8237,0.8315,67.4,30.8,3.134,4.3
60,0.446,0.8234,0.8322,60.4,27.8,3.1836,5.2
70,0.4412,0.8269,0.8393,56.8,28.0,3.0039,6.1
80,0.4392,0.8243,0.8333,56.2,29.8,3.1121,6.9
90,0.4377,0.8242,0.8346,62.8,29.2,3.1121,7.8
100,0.4381,0.8227,0.8329,61.6,29.4,3.3322,8.6
