epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4312,0.8191,0.835,67.0,31.6,4.053,1.0
20,0.4023,0.8209,0.8341,57.4,30.4,3.6396,2.1
30,0.3909,0.8223,0.8292,66.6,30.8,3.9125,3.1
40,0.3759,0.8204,0.829,70.0,29.6,3.4332,4.2
50,0.3708,0.8176,0.8273,74.8,31.2,3.5219,5.2
60,0.3588,0.818,0.8264,62.4,30.8,3.9393,6.2
70,0.3521,0.8177,0.8209,73.8,33.8,3.6208,7.3
80,0.3475,0.817,0.8187,78.4,32.0,3.5092,8.3
90,0.3392,0.8132,0.8143,69.2,36.2,3.8066,9.4
100,0.339,0.8095,0.8092,78.8,37.6,4.0474,10.5
