epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7869,0.8198,0.8393,60.8,31.6,3.2129,0.8
20,0.7659,0.8163,0.8372,86.0,30.2,3.4325,1.5
30,0.7555,0.8213,0.8416,57.6,30.4,2.9786,2.3
40,0.7362,0.8232,0.839,48.8,31.4,3.1269,3.1
50,0.7364,0.8237,0.8443,59.6,28.2,2.7319,3.8
60,0.7386,0.8226,0.841,67.2,27.2,2.9269,4.6
70,0.7325,0.823,0.8434,60.8,29.8,2.7073,5.3
80,0.7273,0.8233,0.8467,55.6,27.4,2.8997,6.1
90,0.7247,0.8201,0.8394,70.2,29.6,3.0876,6.8
100,0.72,0.822,0.8407,67.4,31.2,2.9894,7.6
