epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3899,0.8225,0.8751,67.0,7.3333,8.277,1.2
20,0.357,0.8014,0.8661,70.0,3.6667,9.4283,2.3
30,0.3435,0.8188,0.8842,48.6667,5.6667,6.2004,3.5
40,0.3367,0.8231,0.8678,63.0,3.0,8.8717,4.7
50,0.3291,0.8258,0.8762,58.0,4.0,7.866,5.8
60,0.33,0.8329,0.8776,54.3333,6.0,7.1318,7.0
70,0.3204,0.835,0.8786,56.0,6.6667,7.1045,8.2
80,0.3196,0.8097,0.8616,76.3333,3.6667,9.4823,9.3
90,0.3154,0.8175,0.8764,59.3333,5.0,8.2879,10.5
100,0.3162,0.8179,0.8684,66.6667,5.3333,8.7116,11.6
