epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4199,0.8116,0.8313,75.55,30.95,4.2143,1.2
20,0.3941,0.8169,0.8303,61.65,26.25,4.1024,2.4
30,0.3808,0.8166,0.8279,69.35,27.65,4.341,3.6
40,0.3739,0.8158,0.8262,51.95,28.45,4.6512,4.8
50,0.3641,0.8142,0.823,65.7,29.45,4.412,6.0
60,0.3577,0.8156,0.8256,56.75,28.55,4.7123,7.2
70,0.3574,0.8129,0.8217,64.35,28.4,4.4474,8.4
80,0.3481,0.8142,0.8235,68.5,26.7,4.4557,9.6
90,0.3433,0.8134,0.8169,65.95,27.5,4.5152,10.8
100,0.3411,0.8119,0.8192,67.7,27.45,4.5074,12.0
