epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,1.1482,0.7702,0.7907,206.8,20.4,8.7291,0.7
20,0.9987,0.7945,0.8253,103.4,26.4,5.4062,1.4
30,0.9385,0.7982,0.8294,97.0,23.6,5.129,2.1
40,0.8998,0.7969,0.823,100.2,24.4,5.4308,2.8
50,0.8717,0.7964,0.8238,122.2,24.4,5.4838,3.5
60,0.8596,0.7969,0.8237,118.8,28.2,5.4784,4.2
70,0.8299,0.8025,0.8254,109.6,26.4,4.9943,4.9
80,0.8142,0.8032,0.8273,95.2,26.6,4.7406,5.6
90,0.8129,0.8027,0.8267,100.4,26.6,4.5782,6.3
100,0.7982,0.8055,0.8293,88.8,28.6,4.4474,7.0
