run,config,image,component_multiple,hole_multiple,hole_area,dice,cldice,betti0_err,betti1_err
A_dice_s0,A_dice,test_075.png,2.08,0.21,8,0.88944,0.98899,0,2
A_dice_s0,A_dice,test_075.png,2.08,0.52,19,0.88936,0.98948,0,1
A_dice_s0,A_dice,test_075.png,2.08,1.04,37,0.88919,0.98948,0,1
A_dice_s0,A_dice,test_075.png,2.08,2.08,75,0.88866,0.98984,0,1
A_dice_s0,A_dice,test_075.png,2.08,5.21,188,0.88767,0.9885,0,1
A_dice_s0,A_dice,test_075.png,2.08,10.42,375,0.88572,0.98765,0,1
A_dice_s0,A_dice,test_076.png,0.0,0.0,0,0.92519,0.99622,4,0
A_dice_s0,A_dice,test_076.png,0.0,0.21,8,0.92518,0.99622,4,0
A_dice_s0,A_dice,test_076.png,0.0,0.52,19,0.92509,0.99622,4,0
A_dice_s0,A_dice,test_076.png,0.0,1.04,37,0.92471,0.9961,4,2
A_dice_s0,A_dice,test_076.png,0.0,2.08,75,0.92391,0.99553,4,2
A_dice_s0,A_dice,test_076.png,0.0,5.21,188,0.91126,0.98888,2,2
A_dice_s0,A_dice,test_076.png,0.0,10.42,375,0.87763,0.97009,2,2
A_dice_s0,A_dice,test_076.png,2.08,0.0,0,0.9253,0.99667,0,0
A_dice_s0,A_dice,test_076.png,2.08,0.21,8,0.9253,0.99667,0,0
A_dice_s0,A_dice,test_076.png,2.08,0.52,19,0.9252,0.99667,0,0
A_dice_s0,A_dice,test_076.png,2.08,1.04,37,0.92482,0.99656,0,2
A_dice_s0,A_dice,test_076.png,2.08,2.08,75,0.92402,0.99598,0,2
A_dice_s0,A_dice,test_076.png,2.08,5.21,188,0.91136,0.9893,0,2
A_dice_s0,A_dice,test_076.png,2.08,10.42,375,0.87772,0.97052,0,2
A_dice_s0,A_dice,test_077.png,0.0,0.0,0,0.9049,0.99668,2,4
A_dice_s0,A_dice,test_077.png,0.0,0.21,8,0.90487,0.99729,2,0
A_dice_s0,A_dice,test_077.png,0.0,0.52,19,0.90482,0.99729,2,0
A_dice_s0,A_dice,test_077.png,0.0,1.04,37,0.90482,0.99729,2,0
A_dice_s0,A_dice,test_077.png,0.0,2.08,75,0.90444,0.99734,2,0
A_dice_s0,A_dice,test_077.png,0.0,5.21,188,0.90308,0.99622,2,0
A_dice_s0,A_dice,test_077.png,0.0,10.42,375,0.89351,0.99043,2,0
A_dice_s0,A_dice,test_077.png,2.08,0.0,0,0.90491,0.99681,0,4
A_dice_s0,A_dice,test_077.png,2.08,0.21,8,0.90489,0.99743,0,0
A_dice_s0,A_dice,test_077.png,2.08,0.52,19,0.90483,0.99743,0,0
A_dice_s0,A_dice,test_077.png,2.08,1.04,37,0.90483,0.99743,0,0
A_dice_s0,A_dice,test_077.png,2.08,2.08,75,0.90446,0.99747,0,0
A_dice_s0,A_dice,test_077.png,2.08,5.21,188,0.9031,0.99635,0,0
A_dice_s0,A_dice,test_077.png,2.08,10.42,375,0.89353,0.99056,0,0
A_dice_s0,A_dice,test_078.png,0.0,0.0,0,0.74122,0.93616,13,6
A_dice_s0,A_dice,test_078.png,0.0,0.21,8,0.74115,0.93673,13,1
A_dice_s0,A_dice,test_078.png,0.0,0.52,19,0.74097,0.93673,13,0
A_dice_s0,A_dice,test_078.png,0.0,1.04,37,0.74074,0.93727,13,1
A_dice_s0,A_dice,test_078.png,0.0,2.08,75,0.74074,0.93727,13,1
A_dice_s0,A_dice,test_078.png,0.0,5.21,188,0.73896,0.93504,13,1
A_dice_s0,A_dice,test_078.png,0.0,10.42,375,0.73371,0.92998,13,1
A_dice_s0,A_dice,test_078.png,2.08,0.0,0,0.74189,0.93778,2,6
A_dice_s0,A_dice,test_078.png,2.08,0.21,8,0.74182,0.93836,2,1
A_dice_s0,A_dice,test_078.png,2.08,0.52,19,0.74164,0.93836,2,0
A_dice_s0,A_dice,test_078.png,2.08,1.04,37,0.74141,0.9389,2,1
A_dice_s0,A_dice,test_078.png,2.08,2.08,75,0.74141,0.9389,2,1
A_dice_s0,A_dice,test_078.png,2.08,5.21,188,0.73963,0.93667,2,1
A_dice_s0,A_dice,test_078.png,2.08,10.42,375,0.73437,0.93162,2,1
A_dice_s0,A_dice,test_079.png,0.0,0.0,0,0.92498,0.98811,7,3
A_dice_s0,A_dice,test_079.png,0.0,0.21,8,0.92501,0.98957,7,0
A_dice_s0,A_dice,test_079.png,0.0,0.52,19,0.92501,0.98957,7,0
A_dice_s0,A_dice,test_079.png,0.0,1.04,37,0.92501,0.98957,7,0
A_dice_s0,A_dice,test_079.png,0.0,2.08,75,0.92501,0.98957,7,0
A_dice_s0,A_dice,test_079.png,0.0,5.21,188,0.92501,0.98957,7,0
A_dice_s0,A_dice,test_079.png,0.0,10.42,375,0.92501,0.98957,7,0
A_dice_s0,A_dice,test_079.png,2.08,0.0,0,0.92526,0.991,0,3
A_dice_s0,A_dice,test_079.png,2.08,0.21,8,0.92529,0.9925,0,0
A_dice_s0,A_dice,test_079.png,2.08,0.52,19,0.92529,0.9925,0,0
A_dice_s0,A_dice,test_079.png,2.08,1.04,37,0.92529,0.9925,0,0
A_dice_s0,A_dice,test_079.png,2.08,2.08,75,0.92529,0.9925,0,0
A_dice_s0,A_dice,test_079.png,2.08,5.21,188,0.92529,0.9925,0,0
A_dice_s0,A_dice,test_079.png,2.08,10.42,375,0.92529,0.9925,0,0
