epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5161,0.8093,0.8391,135.0,2.3333,10.9456,0.7
20,0.4753,0.8327,0.8611,87.6667,6.3333,7.1422,1.5
30,0.4618,0.8236,0.8507,109.0,3.6667,9.6874,2.2
40,0.4526,0.8273,0.8669,90.6667,5.0,7.0417,2.9
50,0.4464,0.834,0.8622,96.3333,4.6667,7.5911,3.6
60,0.4369,0.8183,0.8515,97.3333,2.0,9.4525,4.3
70,0.4279,0.815,0.8494,96.0,2.6667,9.6127,5.0
80,0.426,0.8198,0.8516,100.0,4.6667,9.2453,5.8
90,0.4257,0.8244,0.8546,103.0,3.3333,8.7349,6.5
100,0.4132,0.8281,0.8622,85.0,3.3333,7.9143,7.2
