epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.455,0.8227,0.8326,59.75,26.3,4.1148,1.5
20,0.4409,0.8222,0.831,56.45,23.4,3.9349,2.9
30,0.4307,0.8259,0.8355,50.4,24.0,3.7302,4.3
40,0.4271,0.8258,0.8345,58.25,26.5,4.0069,5.8
50,0.4195,0.821,0.8246,49.65,26.8,4.7286,7.2
60,0.4209,0.8261,0.8336,57.6,25.0,3.4179,8.7
70,0.4181,0.8276,0.8366,41.95,23.9,3.7222,10.1
80,0.4107,0.8256,0.8371,48.75,22.7,3.4507,11.5
90,0.4089,0.8276,0.8364,57.5,22.8,3.4048,13.0
100,0.4087,0.8251,0.8355,53.35,22.8,3.53,14.4
