epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7519,0.8186,0.835,70.25,27.05,3.9618,1.1
20,0.7377,0.8188,0.8324,70.8,25.95,3.8048,2.2
30,0.7174,0.8193,0.8325,76.15,23.65,3.6775,3.3
40,0.7107,0.8191,0.8343,70.1,25.0,3.6352,4.4
50,0.7044,0.8205,0.8339,59.5,24.4,3.6262,5.5
60,0.7084,0.8204,0.8318,72.85,22.2,3.647,6.6
70,0.7048,0.8224,0.8345,57.15,24.55,3.7166,7.7
80,0.6976,0.8199,0.8347,58.95,23.45,3.723,8.8
90,0.6982,0.8197,0.8335,67.6,23.75,3.6139,9.9
100,0.6933,0.8215,0.8358,56.65,23.45,3.5941,11.0
