epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5596,0.8161,0.8278,77.15,27.2,4.0571,1.0
20,0.5419,0.8203,0.8317,69.6,26.3,3.76,2.1
30,0.5353,0.8214,0.8328,65.35,26.65,3.8447,3.1
40,0.5298,0.8214,0.8304,60.9,27.9,3.9916,4.1
50,0.528,0.8217,0.8329,59.5,28.9,3.821,5.1
60,0.5272,0.822,0.8307,61.65,27.1,3.8267,6.1
70,0.5302,0.8224,0.8301,62.35,28.8,3.7024,7.1
80,0.5181,0.823,0.8343,65.25,26.65,3.7515,8.1
90,0.5219,0.8221,0.832,57.4,27.2,3.7729,9.1
100,0.5196,0.8228,0.8331,55.0,28.05,3.6252,10.2
