epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4296,0.8051,0.8413,65.9,26.85,4.1401,1.3
20,0.4032,0.8077,0.8415,50.4,28.15,4.2673,2.5
30,0.3903,0.8061,0.8401,46.85,27.8,4.6129,3.7
40,0.3832,0.8057,0.836,57.5,27.45,4.5785,4.9
50,0.3749,0.8038,0.8383,53.5,26.4,4.4269,6.1
60,0.3698,0.8048,0.8366,52.85,28.25,4.5836,7.3
70,0.3693,0.8033,0.8353,53.6,24.6,4.542,8.5
80,0.3607,0.8034,0.8337,59.1,27.25,4.6589,9.7
90,0.3554,0.8054,0.8286,56.75,30.7,4.7136,10.9
100,0.3534,0.8047,0.8286,65.65,29.1,4.44,12.0
