epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5597,0.8163,0.8278,82.65,26.75,4.0336,1.1
20,0.5417,0.82,0.8313,66.55,28.5,3.7904,2.1
30,0.536,0.8205,0.8351,59.6,27.35,3.9625,3.1
40,0.53,0.8212,0.8314,61.15,28.85,3.9692,4.1
50,0.5289,0.8223,0.8338,62.5,27.95,3.7289,5.2
60,0.528,0.8216,0.8302,59.8,28.65,3.8851,6.2
70,0.5296,0.8232,0.8315,58.7,25.75,3.7803,7.2
80,0.5168,0.8235,0.8349,61.15,25.8,3.64,8.2
90,0.5242,0.8221,0.8326,57.2,28.95,3.8029,9.2
100,0.5201,0.8226,0.8333,56.05,28.55,3.697,10.3
