epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4245,0.8122,0.8372,54.4,30.65,4.4443,1.2
20,0.4046,0.8048,0.8383,61.05,27.5,4.2228,2.3
30,0.3851,0.8061,0.8396,59.35,26.6,4.1927,3.4
40,0.3798,0.8047,0.8396,51.0,25.85,4.5571,4.5
50,0.3759,0.804,0.8359,54.25,24.2,4.6104,5.6
60,0.3652,0.8036,0.8389,52.4,26.2,4.3871,6.7
70,0.3656,0.8058,0.8312,60.2,27.5,4.5641,7.9
80,0.3603,0.8051,0.8291,62.8,26.0,4.675,9.0
90,0.3573,0.8067,0.8288,55.1,28.3,4.706,10.1
100,0.3547,0.8034,0.8261,66.9,26.15,4.5936,11.2
