epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4105,0.8196,0.8257,64.4,28.8,4.4171,0.8
20,0.3858,0.8155,0.8192,80.45,27.8,4.1581,1.6
30,0.3573,0.8146,0.8171,78.65,27.7,4.2352,2.3
40,0.3368,0.8109,0.8098,91.4,25.3,4.5294,3.1
50,0.3169,0.8083,0.8078,88.1,28.35,4.637,3.8
60,0.3085,0.8039,0.7971,98.15,29.35,4.5343,4.6
70,0.2928,0.8047,0.8012,95.95,24.95,4.5184,5.3
80,0.287,0.8047,0.8035,83.45,25.45,4.6365,6.1
90,0.277,0.8023,0.7978,97.45,27.6,4.5587,6.8
100,0.2718,0.8027,0.7978,104.0,26.25,4.583,7.6
