epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4107,0.8205,0.8276,64.85,24.45,4.2703,13.6
20,0.3837,0.8147,0.8185,79.55,26.25,4.2611,27.2
30,0.36,0.8143,0.8175,76.45,28.7,4.2881,40.8
40,0.3397,0.8101,0.8107,80.55,28.7,4.4462,54.4
50,0.3164,0.8091,0.809,90.1,29.2,4.5101,67.9
60,0.3077,0.8054,0.7995,97.9,31.6,4.5457,81.5
70,0.2984,0.8075,0.8057,87.25,29.0,4.387,95.1
80,0.285,0.8062,0.8081,83.35,28.7,4.5503,108.7
90,0.2782,0.7999,0.7972,101.85,30.55,4.3569,122.3
100,0.272,0.8002,0.7956,108.55,30.0,4.7013,135.8
