epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.461,0.8088,0.8012,56.8,37.4,7.4415,1.4
20,0.451,0.8179,0.819,54.2,33.4,4.8018,2.8
30,0.4407,0.8262,0.8358,43.6,28.6,4.1083,4.3
40,0.4327,0.8239,0.8329,54.8,26.2,3.5193,5.7
50,0.4219,0.8234,0.8288,47.0,28.2,3.91,7.1
60,0.4234,0.827,0.8422,55.6,24.2,2.6135,8.5
70,0.4256,0.8285,0.8365,59.2,24.8,2.8601,9.9
80,0.4109,0.8262,0.8315,54.6,30.2,3.8472,11.3
90,0.4118,0.8262,0.8337,49.2,25.6,3.1881,12.7
100,0.4033,0.8271,0.836,55.6,26.4,3.11,14.1
