epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.429,0.8111,0.8231,72.1,33.45,4.4677,6.1
20,0.4054,0.8079,0.8388,55.7,24.85,4.2424,12.2
30,0.3938,0.8112,0.8343,56.8,27.75,4.1248,18.2
40,0.3793,0.8065,0.8355,63.0,24.2,4.2253,24.3
50,0.3777,0.8068,0.8323,60.1,25.55,4.1764,30.4
60,0.3729,0.8086,0.8318,58.2,25.4,4.3084,36.4
70,0.3616,0.8084,0.8267,68.3,26.5,4.4002,42.5
80,0.3607,0.8078,0.83,62.15,24.9,4.3566,48.5
90,0.358,0.8081,0.8278,56.35,28.05,4.5157,54.6
100,0.3546,0.8056,0.8256,69.5,26.8,4.4231,60.7
