epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4272,0.8108,0.8276,74.5,29.65,4.3367,1.1
20,0.405,0.8111,0.8354,56.85,24.0,4.4399,2.1
30,0.3932,0.8094,0.8305,61.1,28.1,4.516,3.2
40,0.3791,0.8096,0.836,55.0,23.15,4.4204,4.2
50,0.3773,0.808,0.8295,58.55,27.5,4.433,5.3
60,0.3743,0.8088,0.8309,58.55,24.65,4.5443,6.4
70,0.3631,0.804,0.8245,65.25,24.9,4.7111,7.6
80,0.361,0.8081,0.8274,57.7,27.1,4.7184,8.7
90,0.3591,0.8042,0.8248,57.65,26.75,4.6597,9.8
100,0.3557,0.8076,0.8247,67.3,26.95,4.4488,11.0
