epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4574,0.8052,0.8459,44.85,26.25,4.3527,7.2
20,0.4411,0.8008,0.8423,47.1,29.35,4.3652,50.7
30,0.4333,0.8049,0.8471,43.25,26.4,4.0651,78.4
40,0.4259,0.803,0.848,40.55,25.45,4.1758,84.9
50,0.4314,0.7982,0.8517,47.75,25.7,3.8106,91.3
60,0.4219,0.8017,0.8528,41.7,26.8,4.0445,97.7
70,0.4191,0.802,0.8549,35.4,23.6,4.0533,104.1
80,0.4164,0.802,0.8532,38.05,27.2,3.9823,110.5
90,0.4174,0.8014,0.8541,36.85,25.7,4.0208,116.9
100,0.4139,0.799,0.8545,36.35,24.05,4.0562,123.3
