image,scored_against,dice,cldice,betti0_err,betti1_err,b0_pred,b0_gt,hd95
im0001,ah,0.7558056842982908,0.8040929295548707,55,6,59,4,18.027756377319946
im0001,vk,0.7466927412860923,0.7493807615239544,56,0,59,3,13.0
im0002,ah,0.7661535653443661,0.8216385804241347,55,5,57,2,18.027756377319946
im0002,vk,0.6673109051004029,0.7048609598045223,53,10,57,4,14.7648230602334
im0003,ah,0.6891937669376694,0.7430939796808248,55,11,64,9,23.345235059857504
im0003,vk,0.578429409240452,0.5932325183916323,36,26,64,28,18.027756377319946
im0004,ah,0.7859237536656891,0.8531638120460221,20,6,31,11,17.029386365926403
im0004,vk,0.7267033623347484,0.7234116106698328,27,8,31,4,9.0
im0005,ah,0.7464124195512263,0.7714903686722298,35,27,44,9,24.596747752497688
im0005,vk,0.75186331609172,0.7450552243916883,33,3,44,11,8.54400374531753
im0044,ah,0.7595706380425362,0.8277097918209809,23,21,39,16,16.15549442140351
im0044,vk,0.773902854708138,0.7246613759852157,32,23,39,7,15.231546211727817
im0077,ah,0.7828367159756355,0.8541966003015817,17,9,24,7,9.219544457292887
im0077,vk,0.8547680303073139,0.8340062945837329,15,29,24,9,8.54400374531753
im0081,ah,0.7854017552290143,0.8676043949800782,17,4,20,3,8.602325267042627
im0081,vk,0.8161434128704343,0.7551484266422854,13,78,20,7,13.416407864998739
im0082,ah,0.8166219301106289,0.872897675174155,14,7,22,8,5.385164807134504
im0082,vk,0.829254399348998,0.7635271596886246,7,49,22,29,12.36931687685298
im0139,ah,0.7304359330555005,0.818480064903766,49,21,53,4,16.97056274847714
im0139,vk,0.7878378378378378,0.7496032666334539,44,78,53,9,11.40175425099138
