epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4789,0.8178,0.8259,74.2,32.6,3.9318,0.9
20,0.4657,0.8223,0.8307,63.6,31.8,3.3409,1.7
30,0.4557,0.8226,0.8296,70.6,32.0,3.2198,2.6
40,0.451,0.8255,0.8349,59.0,31.0,3.4525,3.3
50,0.4456,0.825,0.8329,62.4,31.6,2.9915,4.1
60,0.4462,0.8231,0.8309,63.0,32.8,3.1314,4.9
70,0.4442,0.8232,0.8335,62.8,28.6,3.2525,5.7
80,0.4437,0.8232,0.8331,63.4,31.6,3.0129,6.4
90,0.4383,0.8243,0.8347,57.2,27.2,3.0971,7.2
100,0.4381,0.8266,0.8347,56.4,29.2,3.2504,8.0
