epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4554,0.8014,0.8415,43.5,30.45,4.7288,1.2
20,0.4402,0.7916,0.8473,48.15,27.45,4.5596,2.5
30,0.4353,0.8027,0.8517,36.65,29.15,4.2352,3.7
40,0.4282,0.7979,0.8469,41.95,30.55,4.2773,4.9
50,0.4254,0.7994,0.8514,43.25,29.15,4.0719,6.1
60,0.4278,0.7984,0.8507,37.4,25.9,4.2854,7.3
70,0.4232,0.8047,0.8504,36.0,29.55,4.2414,8.5
80,0.4196,0.7964,0.8529,38.2,24.25,4.1787,9.7
90,0.4186,0.7993,0.8548,36.35,25.9,4.0641,11.0
100,0.4191,0.7987,0.8544,38.2,23.35,4.0359,12.2
