epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4298,0.8101,0.8373,54.95,27.0,4.2563,1.1
20,0.4088,0.8094,0.8363,45.35,28.8,4.6818,2.3
30,0.3874,0.807,0.8355,51.7,28.15,4.45,3.4
40,0.3813,0.8117,0.8327,57.7,26.2,4.5051,4.5
50,0.3767,0.8017,0.8376,52.0,26.7,4.4625,5.6
60,0.37,0.8066,0.8315,61.05,28.55,4.34,6.7
70,0.3694,0.8079,0.8332,62.2,26.75,4.2756,7.8
80,0.359,0.8073,0.8244,62.85,28.45,4.4432,9.0
90,0.3572,0.8074,0.8283,64.7,26.35,4.4162,10.1
100,0.3534,0.8079,0.8285,69.25,27.85,4.2955,11.2
