epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6318,0.8173,0.83,69.0,30.2,4.184,0.7
20,0.5819,0.8186,0.8309,81.0,30.0,3.586,1.4
30,0.5636,0.8164,0.829,82.4,29.0,3.6894,2.1
40,0.5374,0.8178,0.8248,97.0,29.2,3.5139,2.7
50,0.5247,0.8166,0.8241,89.4,30.4,3.4008,3.4
60,0.5117,0.8123,0.8165,111.8,30.8,3.7892,4.1
70,0.5029,0.8122,0.818,97.6,33.8,3.6206,4.8
80,0.4965,0.8144,0.8188,107.8,32.4,3.8155,5.5
90,0.4876,0.8126,0.8145,117.6,28.6,3.786,6.2
100,0.4807,0.8119,0.8108,107.8,29.6,3.798,6.9
