epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4326,0.8151,0.8224,81.35,28.75,4.47,0.7
20,0.4062,0.8168,0.8269,71.1,30.0,4.2529,1.5
30,0.3909,0.8131,0.8201,83.2,30.45,4.6106,2.2
40,0.3732,0.8109,0.8117,77.45,32.4,5.3015,2.9
50,0.3708,0.8113,0.8148,93.2,28.3,4.6018,3.6
60,0.368,0.8105,0.811,90.8,30.4,4.5414,4.3
70,0.3534,0.8086,0.8087,91.3,28.4,4.7032,5.1
80,0.3475,0.8056,0.8061,92.0,29.25,4.6992,5.8
90,0.3461,0.8074,0.8093,80.4,28.65,4.7734,6.5
100,0.3422,0.8069,0.806,93.8,27.35,4.7339,7.2
