epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4348,0.8185,0.8263,79.25,27.3,3.9498,0.8
20,0.4096,0.8161,0.8247,76.35,31.7,4.0714,1.5
30,0.3966,0.8133,0.8182,70.7,31.6,4.5468,2.2
40,0.389,0.8167,0.8262,65.65,28.85,4.2538,2.9
50,0.3805,0.8157,0.8209,76.15,29.95,4.1593,3.6
60,0.3751,0.814,0.821,74.5,27.5,4.3906,4.4
70,0.3667,0.815,0.8201,72.25,28.15,4.4295,5.1
80,0.3635,0.8125,0.8155,83.5,27.3,4.2794,5.8
90,0.3588,0.8091,0.811,89.6,29.25,4.4389,6.5
100,0.3579,0.8102,0.8123,80.25,28.8,4.5184,7.2
