epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4356,0.8178,0.8269,85.25,26.45,3.8243,5.6
20,0.4103,0.8161,0.8233,88.35,28.95,3.9502,10.4
30,0.3961,0.8102,0.8192,74.35,31.75,4.1669,14.9
40,0.3873,0.8156,0.8238,67.0,26.85,4.4532,19.4
50,0.3809,0.8129,0.8188,82.45,29.65,4.0481,23.9
60,0.3757,0.8132,0.8194,71.85,28.35,4.3871,28.4
70,0.3693,0.8149,0.8209,73.6,26.2,4.3047,32.9
80,0.3648,0.8126,0.8176,85.05,27.0,4.3172,37.4
90,0.3591,0.8085,0.8098,90.2,29.9,4.434,41.8
100,0.3591,0.8093,0.8098,86.75,28.65,4.4817,46.3
