epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7489,0.8159,0.8332,76.55,25.65,3.8514,1.1
20,0.7262,0.8193,0.8323,70.15,27.85,3.6737,2.2
30,0.7158,0.8198,0.8343,67.85,25.3,3.7379,3.3
40,0.7089,0.8221,0.8352,61.25,25.05,3.6497,4.4
50,0.7062,0.8217,0.8369,59.15,25.1,3.6207,5.5
60,0.7053,0.8216,0.8352,60.6,23.6,3.5526,6.6
70,0.7066,0.8217,0.8328,56.95,25.45,3.5781,7.7
80,0.6924,0.8219,0.8345,64.65,24.0,3.5544,8.8
90,0.6975,0.821,0.8348,58.35,25.35,3.5386,9.9
100,0.6939,0.8223,0.8348,58.2,25.75,3.5248,11.0
