epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4557,0.8215,0.8333,61.05,27.15,4.0835,18.3
20,0.4405,0.8201,0.8293,57.65,28.5,4.0603,40.3
30,0.434,0.8237,0.8314,67.8,27.6,3.5178,59.5
40,0.4275,0.8223,0.8323,58.0,27.15,3.6302,14.0
50,0.4325,0.8221,0.8318,64.75,28.35,3.563,28.1
60,0.422,0.825,0.8361,52.85,26.9,3.5442,42.1
70,0.4193,0.8251,0.8355,55.5,25.75,3.5805,56.0
80,0.416,0.8231,0.8321,56.75,27.5,3.3987,70.0
90,0.4165,0.8241,0.8337,53.45,28.4,3.5755,84.0
100,0.412,0.8236,0.8357,57.2,26.15,3.6563,98.0
