epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4646,0.8136,0.8361,49.0,29.8,4.6422,1.1
20,0.4483,0.809,0.8488,46.0,30.8,3.6588,2.1
30,0.4417,0.8129,0.8457,44.8,28.4,3.8912,3.2
40,0.4358,0.8117,0.848,37.2,30.0,4.0944,4.3
50,0.4375,0.8116,0.8541,40.2,26.2,3.5193,5.5
60,0.4299,0.8103,0.8562,48.8,26.8,3.2454,6.7
70,0.4232,0.8111,0.8573,37.8,24.0,3.1836,7.9
80,0.4281,0.8091,0.8542,40.8,29.4,3.2179,9.1
90,0.4216,0.8096,0.8559,38.4,24.4,3.375,10.4
100,0.4226,0.8107,0.8527,38.4,28.4,3.6459,11.6
