epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5238,0.8172,0.827,76.65,26.45,4.208,0.9
20,0.4965,0.816,0.8247,67.5,28.75,4.3101,1.8
30,0.48,0.8133,0.8237,66.95,29.7,4.2656,2.7
40,0.4726,0.8135,0.8277,67.3,26.15,4.4873,3.6
50,0.4636,0.817,0.8257,70.0,29.15,4.1193,4.5
60,0.462,0.8158,0.8227,69.7,26.65,4.237,5.4
70,0.4501,0.8144,0.8223,72.25,27.65,4.2447,6.3
80,0.4474,0.8112,0.8154,81.7,26.7,4.442,7.2
90,0.4447,0.8109,0.8172,81.45,27.85,4.4492,8.0
100,0.4428,0.8115,0.8146,76.55,29.0,4.2768,8.9
