epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4774,0.8225,0.8352,73.2,31.2,3.6008,0.8
20,0.4648,0.8231,0.8305,64.6,31.8,3.6228,1.6
30,0.4576,0.8203,0.8264,79.2,33.8,3.5377,2.4
40,0.4545,0.8229,0.8301,64.4,32.2,3.7517,3.2
50,0.4472,0.8222,0.8292,64.4,30.8,3.8948,3.9
60,0.4457,0.8258,0.8311,64.6,33.2,3.2997,4.7
70,0.4441,0.8231,0.8341,61.8,32.8,3.1319,5.5
80,0.44,0.8256,0.8341,62.2,31.2,3.0129,6.3
90,0.4437,0.8263,0.8354,60.4,29.6,3.2752,7.1
100,0.4399,0.8237,0.8333,67.2,30.6,3.1855,7.9
