epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5229,0.8161,0.8249,75.1,26.5,4.2899,1.1
20,0.4959,0.815,0.825,64.25,29.95,4.4892,2.1
30,0.4779,0.8129,0.8216,71.6,32.25,4.326,3.2
40,0.4715,0.8163,0.8242,62.75,28.05,4.5019,4.2
50,0.4645,0.8151,0.8237,71.1,30.6,4.1673,5.2
60,0.4595,0.8137,0.8223,81.45,25.6,4.3071,6.1
70,0.4516,0.816,0.822,69.8,27.7,4.3017,7.0
80,0.4468,0.8123,0.8181,72.35,28.85,4.2912,8.0
90,0.4444,0.8103,0.8152,82.4,27.4,4.3835,8.9
100,0.4434,0.8122,0.8157,69.8,26.05,4.4321,9.8
