epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5119,0.8043,0.8267,196.1429,27.1429,7.847,0.7
20,0.4946,0.8062,0.8244,155.8571,36.2857,6.5936,1.4
30,0.489,0.8099,0.8283,93.7143,34.8571,9.5793,2.0
40,0.4843,0.8049,0.8246,168.8571,29.1429,6.0908,2.7
50,0.4814,0.8081,0.828,135.4286,39.2857,6.6698,3.4
60,0.48,0.807,0.8328,136.1429,33.5714,6.2084,4.1
70,0.4741,0.8118,0.8339,96.7143,35.2857,6.4069,4.7
80,0.4729,0.8126,0.833,120.0,31.4286,5.5087,5.4
90,0.4684,0.813,0.8301,120.5714,35.2857,5.65,6.1
100,0.4693,0.8139,0.8329,106.7143,32.8571,5.7432,6.7
