epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4149,0.8254,0.8334,54.8,31.6,4.0874,1.3
20,0.3773,0.8244,0.8321,66.6,28.0,3.1657,2.6
30,0.3299,0.8191,0.8209,95.4,26.8,3.4716,3.9
40,0.2819,0.8082,0.8107,95.0,36.4,3.4454,5.2
50,0.2469,0.8045,0.8022,192.6,27.6,3.5348,6.5
60,0.2179,0.8053,0.804,136.2,31.0,3.2797,7.8
70,0.1938,0.8031,0.7979,145.2,34.2,3.4332,9.1
80,0.1832,0.8036,0.8,142.4,30.6,3.6778,10.3
90,0.1713,0.8008,0.7975,147.4,30.4,3.5646,11.6
100,0.1574,0.8088,0.8096,143.8,32.0,3.2797,12.9
