epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4655,0.8162,0.8446,40.0,33.6,4.4163,1.2
20,0.455,0.8096,0.851,39.0,28.6,3.9924,2.4
30,0.4427,0.8119,0.8538,43.4,29.2,3.5892,3.5
40,0.4391,0.8108,0.8527,48.8,28.4,3.3981,4.7
50,0.4328,0.8117,0.8496,34.6,31.0,4.4472,5.9
60,0.4278,0.8096,0.8541,37.2,26.6,3.7696,7.1
70,0.4305,0.8091,0.8571,42.8,29.4,3.2454,8.3
80,0.4273,0.8093,0.8549,36.8,31.4,3.6213,9.4
90,0.4279,0.8064,0.857,41.8,27.6,3.2797,10.6
100,0.4252,0.8082,0.8551,43.6,28.8,3.4654,11.8
