epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4376,0.8232,0.8314,80.6,28.6,3.6261,0.6
20,0.4084,0.8212,0.8278,83.6,32.4,3.5174,1.2
30,0.3885,0.8216,0.8239,78.4,31.6,3.9457,1.9
40,0.3793,0.8205,0.8234,79.2,31.2,3.4332,2.5
50,0.3719,0.8182,0.8226,84.4,34.4,3.4008,3.1
60,0.3642,0.8151,0.8215,96.8,32.0,3.7193,3.7
70,0.3539,0.8182,0.8233,83.4,30.6,3.3121,4.3
80,0.3533,0.8075,0.8119,82.2,34.6,3.9446,4.9
90,0.3474,0.8153,0.817,80.4,31.0,3.462,5.5
100,0.3424,0.8116,0.8118,77.4,34.0,3.6873,6.1
