epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4395,0.8217,0.8311,123.2,27.8,3.501,0.7
20,0.4038,0.8174,0.8219,82.4,35.6,4.0472,1.4
30,0.3788,0.8168,0.8165,73.0,36.8,4.5204,2.1
40,0.3652,0.8193,0.8232,85.4,34.6,3.7911,2.8
50,0.3514,0.8155,0.8144,78.0,32.0,4.2797,3.5
60,0.3434,0.8168,0.8215,82.6,29.2,3.729,4.2
70,0.3398,0.8093,0.8101,111.8,33.8,3.6578,4.9
80,0.3284,0.8115,0.8117,90.0,29.4,3.9903,5.6
90,0.324,0.8111,0.8113,90.6,33.0,3.867,6.3
100,0.3219,0.8098,0.807,102.6,30.0,3.8422,7.0
