epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4191,0.8162,0.8235,81.35,31.55,4.4081,13.6
20,0.3833,0.8183,0.8256,66.7,27.0,4.2383,27.2
30,0.3569,0.8123,0.813,88.85,30.1,4.3095,40.8
40,0.3336,0.8118,0.8123,82.85,29.4,4.4107,54.4
50,0.3213,0.8082,0.8059,85.05,29.7,4.2687,68.1
60,0.3053,0.8064,0.8049,94.2,28.25,4.4047,81.7
70,0.2939,0.8038,0.7993,94.6,29.1,4.3938,95.3
80,0.2841,0.8041,0.8051,101.25,27.2,4.5046,108.9
90,0.2743,0.8021,0.7995,91.2,29.35,4.4452,122.5
100,0.2725,0.8007,0.7988,111.0,29.25,4.7321,136.1
