epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4178,0.8147,0.8208,82.1,30.0,4.2803,0.8
20,0.3826,0.8176,0.8236,69.15,28.85,4.3472,1.5
30,0.3547,0.8137,0.8147,76.3,30.7,4.4366,2.2
40,0.3299,0.811,0.8107,92.35,29.0,4.3432,2.9
50,0.3182,0.8082,0.8046,101.5,29.15,4.2832,3.7
60,0.3021,0.8072,0.8042,94.9,28.75,4.4247,4.4
70,0.294,0.8027,0.798,93.7,29.2,4.577,5.1
80,0.2849,0.8063,0.8052,84.55,27.75,4.4072,5.8
90,0.277,0.8031,0.798,104.4,26.5,4.5158,6.6
100,0.2712,0.8031,0.7981,103.95,27.45,4.3541,7.3
