epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5637,0.819,0.8331,63.9,27.05,4.1555,1.2
20,0.5438,0.8174,0.8293,66.65,24.95,3.9277,2.3
30,0.5365,0.8204,0.8307,66.45,27.5,3.7899,3.5
40,0.5305,0.8204,0.8323,58.3,27.45,3.7733,4.6
50,0.5346,0.8202,0.8314,63.5,26.9,3.7952,5.7
60,0.5227,0.8237,0.8356,54.35,26.1,3.8154,6.9
70,0.5203,0.8231,0.8342,55.3,25.9,3.6046,8.0
80,0.5169,0.8209,0.831,57.8,28.4,3.5265,9.2
90,0.5164,0.8213,0.833,56.25,26.25,3.8152,10.3
100,0.5138,0.8221,0.8349,53.9,26.15,3.6557,11.5
