epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4542,0.7984,0.8453,34.05,25.85,5.0342,1.2
20,0.4484,0.8039,0.846,46.1,26.6,4.3919,2.4
30,0.4365,0.7961,0.851,43.8,24.85,4.2053,3.6
40,0.4318,0.8019,0.8503,50.4,23.5,3.9507,4.9
50,0.4263,0.7968,0.8502,40.7,25.35,4.2971,6.1
60,0.426,0.7988,0.853,44.05,24.15,3.9832,7.3
70,0.4258,0.8013,0.8527,38.45,26.0,4.1107,8.5
80,0.4181,0.8009,0.8525,38.65,25.5,4.0461,9.7
90,0.4226,0.8006,0.854,39.25,23.75,3.8568,10.9
100,0.4225,0.7991,0.854,38.4,24.6,3.9931,12.1
