epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4821,0.8007,0.8362,105.0,40.5714,9.3571,1.2
20,0.469,0.8035,0.84,98.5714,40.2857,8.2277,2.4
30,0.4595,0.8017,0.8412,103.5714,40.5714,7.3214,3.6
40,0.4515,0.8046,0.8467,97.7143,35.1429,6.494,4.9
50,0.4494,0.8061,0.847,88.4286,36.1429,7.4237,6.1
60,0.4507,0.8072,0.8469,92.8571,36.2857,7.0014,7.4
70,0.4468,0.8057,0.8521,91.4286,27.7143,5.8629,8.7
80,0.4393,0.8067,0.8464,104.4286,37.4286,6.3177,10.0
90,0.4414,0.8094,0.8489,86.7143,30.4286,6.9123,11.2
100,0.4457,0.8056,0.8494,95.2857,34.7143,5.8522,12.5
