epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5152,0.8141,0.8248,75.45,30.6,4.1162,1.1
20,0.498,0.8158,0.8238,72.2,27.7,4.0534,2.1
30,0.4834,0.8181,0.829,69.8,26.05,4.2257,3.2
40,0.4702,0.8162,0.8224,63.1,28.4,4.4544,4.3
50,0.4592,0.8157,0.8229,76.55,25.8,4.2511,5.3
60,0.4598,0.8148,0.8193,74.85,27.95,4.3889,6.4
70,0.4567,0.8143,0.8208,69.0,28.55,4.3592,7.4
80,0.4498,0.8134,0.8193,66.8,28.2,4.3895,8.5
90,0.4465,0.8121,0.8159,79.4,27.65,4.2431,9.5
100,0.4412,0.8122,0.8173,73.7,28.85,4.4191,10.6
