epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.421,0.8196,0.8289,65.55,27.45,4.276,1.4
20,0.3809,0.8213,0.8303,51.9,26.0,4.1225,2.8
30,0.35,0.8112,0.8144,73.1,29.35,4.3925,4.1
40,0.3155,0.8135,0.8148,80.95,27.75,4.0625,5.5
50,0.2891,0.804,0.8013,119.75,29.05,4.0768,6.9
60,0.2535,0.8054,0.7998,117.15,26.4,4.2891,8.2
70,0.2346,0.8047,0.7993,108.55,27.5,4.3326,9.5
80,0.2199,0.8025,0.797,120.5,28.65,3.9076,10.8
90,0.2022,0.8028,0.7987,121.35,27.55,4.0376,12.2
100,0.1863,0.8003,0.7944,135.4,27.5,4.0866,13.5
