epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.2225,0.9151,0.9525,8.1,9.3,2.6781,0.6
20,0.1995,0.9183,0.9538,10.4,11.65,2.4936,1.2
30,0.1825,0.9169,0.9507,10.8,13.5,2.6516,1.8
40,0.1741,0.9134,0.9486,11.2,9.2,2.8682,2.3
50,0.1653,0.9162,0.9513,8.65,10.8,2.8318,2.9
60,0.1622,0.9148,0.9511,9.35,10.4,2.6119,3.5
70,0.16,0.9172,0.9533,9.7,10.8,2.5929,4.0
80,0.1559,0.9172,0.9533,12.9,10.55,2.4296,4.6
90,0.1541,0.9168,0.9525,11.25,10.15,2.5823,5.1
100,0.1511,0.9165,0.9526,11.85,11.0,2.5961,5.7
