epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4161,0.8264,0.8347,58.8,25.4,3.4435,1.3
20,0.3642,0.8229,0.8259,80.6,24.4,3.5536,2.6
30,0.3222,0.8169,0.8161,92.2,29.6,3.6881,3.9
40,0.2796,0.8124,0.8117,108.6,30.2,3.5994,5.2
50,0.2413,0.8063,0.8009,138.0,28.8,3.3121,6.5
60,0.213,0.8033,0.7982,131.8,29.4,3.4894,7.8
70,0.1936,0.8078,0.8065,122.8,31.0,3.3892,9.1
80,0.1857,0.8055,0.8023,129.0,32.0,3.3319,10.4
90,0.1684,0.8078,0.807,120.6,26.8,3.6208,11.7
100,0.1597,0.7973,0.7879,170.6,30.4,3.767,13.0
