epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4583,0.804,0.8432,51.7,30.6,4.745,1.2
20,0.4486,0.8014,0.8473,42.95,29.6,4.4571,2.4
30,0.4365,0.7964,0.8502,51.85,26.75,4.0694,3.7
40,0.4323,0.7989,0.8537,42.6,25.7,3.9371,4.9
50,0.4251,0.8005,0.8492,41.05,25.3,4.3952,6.1
60,0.4276,0.7963,0.8527,47.3,27.7,3.9225,7.3
70,0.4291,0.7992,0.8538,37.65,25.5,4.0425,8.5
80,0.4216,0.7957,0.8542,39.35,28.35,4.0264,9.8
90,0.421,0.797,0.8543,40.3,25.0,3.8805,11.0
100,0.4184,0.7983,0.8542,37.1,22.9,4.0908,12.2
