epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4326,0.8161,0.8244,78.3,31.05,4.7026,0.8
20,0.4109,0.8174,0.8239,94.9,28.8,4.0176,1.6
30,0.3993,0.818,0.8247,82.7,28.25,4.0245,2.4
40,0.3904,0.8135,0.8169,85.35,30.05,4.2212,3.2
50,0.3802,0.814,0.8177,74.15,31.45,4.4276,4.0
60,0.3781,0.8133,0.8175,89.75,29.45,4.2421,4.8
70,0.3703,0.8141,0.8182,82.0,31.1,4.1413,5.6
80,0.3646,0.8114,0.8142,78.4,31.55,4.4796,6.4
90,0.3616,0.8131,0.8168,75.9,30.25,4.3959,7.2
100,0.3579,0.8101,0.8109,91.35,31.0,4.4589,8.0
