epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4385,0.8247,0.8354,82.6,30.0,3.2797,0.8
20,0.4086,0.8226,0.8291,77.8,33.4,3.4636,1.6
30,0.39,0.8225,0.8282,78.8,31.6,3.4631,2.3
40,0.3818,0.8189,0.8226,89.8,35.0,3.5322,3.1
50,0.3703,0.817,0.8187,80.4,33.8,3.5174,3.8
60,0.3636,0.815,0.8217,93.2,33.4,3.5219,4.5
70,0.3562,0.8149,0.8174,82.2,33.2,3.8693,5.3
80,0.3504,0.8122,0.8131,100.4,30.8,3.4631,6.0
90,0.3478,0.8175,0.8189,83.8,31.4,3.4008,6.7
100,0.3431,0.816,0.8165,87.8,30.2,3.2066,7.5
