epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.2235,0.9146,0.9478,8.7,17.75,3.0062,0.7
20,0.2029,0.9191,0.9531,10.6,14.3,2.4951,1.4
30,0.1854,0.9169,0.951,8.7,9.15,2.8199,2.1
40,0.1762,0.9166,0.9518,7.95,10.05,2.7646,2.8
50,0.1691,0.9151,0.9513,10.25,10.95,2.8142,3.5
60,0.1624,0.9129,0.9497,10.65,10.05,3.0786,4.2
70,0.1581,0.9176,0.9523,9.8,12.0,3.0423,4.9
80,0.1561,0.9184,0.9541,9.5,9.6,2.7485,5.6
90,0.1521,0.9174,0.9529,9.3,9.1,2.678,6.3
100,0.1508,0.9178,0.954,9.0,9.2,2.7265,7.0
