image,width_multiple,min_size,dice,cldice,betti0_err,betti1_err
11_dr,0.0,0,0.81059,0.84658,120,39
11_dr,0.21,3,0.81059,0.84664,112,39
11_dr,0.52,8,0.8107,0.84687,99,39
11_dr,1.04,17,0.8109,0.84712,83,39
11_dr,2.08,33,0.81126,0.84749,64,39
11_dr,5.21,83,0.81206,0.84557,21,39
11_dr,10.42,167,0.81251,0.84014,8,39
11_g,0.0,0,0.80971,0.83933,89,47
11_g,0.21,3,0.80972,0.83945,77,47
11_g,0.52,8,0.80975,0.83957,69,47
11_g,1.04,17,0.80992,0.83977,60,47
11_g,2.08,33,0.81021,0.83966,40,47
11_g,5.21,83,0.81085,0.83721,2,47
11_g,10.42,167,0.81097,0.82938,32,47
11_h,0.0,0,0.86122,0.90962,172,1
11_h,0.21,3,0.86127,0.90997,153,1
11_h,0.52,8,0.86142,0.91041,137,1
11_h,1.04,17,0.86177,0.91112,116,1
11_h,2.08,33,0.86322,0.91391,82,1
11_h,5.21,83,0.86585,0.91858,40,1
11_h,10.42,167,0.86811,0.92043,9,1
12_dr,0.0,0,0.75629,0.76346,125,118
12_dr,0.21,3,0.75628,0.76357,104,118
12_dr,0.52,8,0.75638,0.76379,89,118
12_dr,1.04,17,0.75674,0.76424,59,118
12_dr,2.08,33,0.75743,0.76471,34,118
12_dr,5.21,83,0.76051,0.76448,32,118
12_dr,10.42,167,0.76107,0.75685,69,118
12_g,0.0,0,0.81094,0.82938,147,50
12_g,0.21,3,0.81094,0.82943,131,50
12_g,0.52,8,0.811,0.8296,121,50
12_g,1.04,17,0.81101,0.82944,107,50
12_g,2.08,33,0.81154,0.82986,86,50
12_g,5.21,83,0.81206,0.82738,51,50
12_g,10.42,167,0.81127,0.81805,13,50
12_h,0.0,0,0.86317,0.91478,171,5
12_h,0.21,3,0.86319,0.91499,157,5
12_h,0.52,8,0.86329,0.91536,139,5
12_h,1.04,17,0.86366,0.91609,119,5
12_h,2.08,33,0.86478,0.9183,95,5
12_h,5.21,83,0.86675,0.92128,43,5
12_h,10.42,167,0.86795,0.92136,11,5
13_dr,0.0,0,0.79246,0.79037,126,35
13_dr,0.21,3,0.79248,0.79053,114,35
13_dr,0.52,8,0.79249,0.79051,106,35
13_dr,1.04,17,0.79266,0.79055,92,35
13_dr,2.08,33,0.79309,0.79027,69,35
13_dr,5.21,83,0.79396,0.78795,35,35
13_dr,10.42,167,0.7927,0.77528,2,35
13_g,0.0,0,0.77787,0.81524,135,88
13_g,0.21,3,0.7779,0.81538,125,88
13_g,0.52,8,0.77791,0.81548,115,88
13_g,1.04,17,0.77844,0.81639,95,88
13_g,2.08,33,0.77945,0.81758,68,88
13_g,5.21,83,0.78075,0.81593,26,88
13_g,10.42,167,0.78207,0.81166,6,88
13_h,0.0,0,0.84047,0.89562,186,10
13_h,0.21,3,0.84048,0.89576,172,10
13_h,0.52,8,0.84067,0.89635,151,10
13_h,1.04,17,0.84116,0.89741,130,10
13_h,2.08,33,0.84217,0.89926,104,10
13_h,5.21,83,0.84644,0.90558,56,10
13_h,10.42,167,0.84775,0.90556,18,10
14_dr,0.0,0,0.77053,0.78556,102,108
14_dr,0.21,3,0.77055,0.78567,93,108
14_dr,0.52,8,0.77068,0.786,79,108
14_dr,1.04,17,0.77081,0.7861,61,108
14_dr,2.08,33,0.77107,0.78555,39,108
14_dr,5.21,83,0.77309,0.78554,6,108
14_dr,10.42,167,0.77297,0.77862,41,108
14_g,0.0,0,0.76454,0.7918,179,84
14_g,0.21,3,0.76456,0.79196,163,84
14_g,0.52,8,0.76466,0.79232,153,84
14_g,1.04,17,0.76469,0.79209,130,84
14_g,2.08,33,0.76506,0.79204,105,84
14_g,5.21,83,0.76806,0.79268,50,84
14_g,10.42,167,0.76914,0.78847,14,84
14_h,0.0,0,0.84767,0.90311,178,4
14_h,0.21,3,0.84771,0.9034,164,4
14_h,0.52,8,0.84786,0.90392,143,4
14_h,1.04,17,0.84819,0.90454,123,4
14_h,2.08,33,0.84937,0.9068,93,4
14_h,5.21,83,0.85468,0.91558,40,4
14_h,10.42,167,0.85292,0.91118,10,4
15_dr,0.0,0,0.74607,0.76434,260,15
15_dr,0.21,3,0.74612,0.76474,229,15
15_dr,0.52,8,0.74627,0.76523,204,15
15_dr,1.04,17,0.74684,0.76625,177,15
15_dr,2.08,33,0.7482,0.76825,149,15
15_dr,5.21,83,0.75305,0.77206,83,15
15_dr,10.42,167,0.75978,0.77344,31,15
15_g,0.0,0,0.78368,0.79208,135,46
15_g,0.21,3,0.78371,0.79224,121,46
15_g,0.52,8,0.7838,0.79244,109,46
15_g,1.04,17,0.78394,0.7925,95,46
15_g,2.08,33,0.78455,0.79303,77,46
15_g,5.21,83,0.78581,0.79113,32,46
15_g,10.42,167,0.78641,0.78488,4,46
15_h,0.0,0,0.85464,0.91811,128,9
15_h,0.21,3,0.85467,0.91833,119,9
15_h,0.52,8,0.85474,0.91855,111,9
15_h,1.04,17,0.85512,0.91923,95,9
15_h,2.08,33,0.85595,0.92092,80,9
15_h,5.21,83,0.8589,0.92615,48,9
15_h,10.42,167,0.86194,0.92984,17,9
