epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,1.1248,0.7967,0.8328,85.2,21.8,4.6422,0.8
20,1.0844,0.7896,0.8203,103.6,23.6,6.5047,1.6
30,1.0728,0.79,0.826,101.4,27.0,5.9381,2.3
40,1.047,0.7955,0.8294,88.6,22.2,5.0523,3.0
50,1.0316,0.793,0.8285,90.8,21.2,5.3916,3.8
60,1.0379,0.7915,0.8291,85.6,20.8,5.2952,4.5
70,1.0248,0.801,0.8394,75.6,21.8,4.2622,5.3
80,1.0236,0.8016,0.8374,78.0,23.8,4.4791,6.0
90,1.0063,0.7973,0.8317,94.6,23.6,5.039,6.8
100,1.0118,0.7881,0.8218,103.8,21.8,6.0331,7.5
