epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.563,0.8179,0.8323,62.95,23.75,4.3109,1.1
20,0.5531,0.8172,0.8299,61.2,28.4,4.0816,2.2
30,0.5384,0.8204,0.8328,63.05,25.25,3.8996,3.3
40,0.5335,0.8201,0.8307,64.3,26.6,3.8832,4.3
50,0.5262,0.8193,0.8287,59.9,28.15,4.0163,5.4
60,0.5289,0.8221,0.8327,67.45,27.3,3.6982,6.5
70,0.5281,0.822,0.833,59.15,28.1,3.9011,7.6
80,0.5199,0.8207,0.8326,61.85,28.2,3.8773,8.7
90,0.5201,0.8214,0.8321,64.9,25.7,3.6587,9.7
100,0.5183,0.822,0.8338,55.95,25.75,3.6793,10.8
