epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5216,0.8121,0.8228,68.6,33.3,4.5702,1.0
20,0.4961,0.8165,0.8234,88.5,27.85,4.3151,1.9
30,0.4826,0.8183,0.8272,60.65,27.45,4.2736,3.0
40,0.474,0.8163,0.8221,71.9,28.1,4.1058,4.0
50,0.4618,0.8158,0.824,66.4,27.6,4.3438,5.1
60,0.463,0.8152,0.8228,66.75,27.35,4.2117,6.1
70,0.453,0.8147,0.8201,69.95,28.55,4.1516,7.2
80,0.4487,0.8133,0.8183,67.95,29.2,4.3034,8.2
90,0.4434,0.8154,0.82,67.55,27.85,4.5508,9.3
100,0.4417,0.8136,0.8168,80.25,27.7,4.4358,10.3
