epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4273,0.8098,0.8358,60.15,26.35,4.2445,1.2
20,0.4018,0.8065,0.8384,59.05,26.1,4.176,2.3
30,0.3896,0.8073,0.835,48.75,30.05,4.6712,3.4
40,0.3815,0.8025,0.8386,51.6,26.45,4.5771,4.6
50,0.3741,0.8042,0.8359,52.8,27.3,4.4145,5.7
60,0.37,0.8025,0.8358,55.25,25.85,4.4923,6.8
70,0.3647,0.8045,0.8346,50.5,26.4,4.8187,7.9
80,0.3617,0.805,0.8361,52.3,26.25,4.4396,9.1
90,0.3604,0.7996,0.8305,64.6,26.85,4.6107,10.2
100,0.3575,0.8029,0.8322,53.5,26.3,4.6607,11.3
