epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4388,0.823,0.8332,82.0,30.8,3.5419,0.7
20,0.4047,0.824,0.8308,72.8,29.8,3.6849,1.4
30,0.3896,0.8191,0.8253,82.8,33.4,3.5219,2.0
40,0.3783,0.8185,0.8219,77.2,34.0,3.6747,2.6
50,0.3723,0.8179,0.823,75.6,32.0,4.0345,3.3
60,0.3591,0.8193,0.8235,77.2,29.4,3.5103,3.9
70,0.3565,0.8182,0.8225,94.8,34.0,3.4008,4.6
80,0.3491,0.8174,0.8221,88.6,32.0,3.3665,5.2
90,0.3426,0.8124,0.8149,86.2,33.6,3.9208,5.9
100,0.3419,0.8105,0.8142,93.2,33.2,3.4008,6.6
