epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7551,0.8166,0.829,85.45,27.25,3.8278,1.1
20,0.7322,0.8213,0.8347,64.6,27.15,3.8012,2.2
30,0.7194,0.8201,0.831,71.4,28.45,3.5939,3.3
40,0.7083,0.8223,0.8352,59.05,28.3,3.8405,4.4
50,0.7101,0.8211,0.8343,60.8,25.45,3.624,5.5
60,0.7017,0.8237,0.8356,63.95,27.15,3.4493,6.6
70,0.6999,0.8212,0.8366,59.75,26.35,3.6174,7.8
80,0.7007,0.8207,0.8338,62.95,28.05,3.4745,8.9
90,0.6947,0.8203,0.8335,57.05,27.75,3.661,10.0
100,0.6909,0.8207,0.8337,63.15,26.6,3.4857,11.0
